tconst,Year,awardName,categoryName,isWinner,otherAwards,primaryNominees,nconst,secondaryNominees,Name,releaseYear,Genre1,AdjustedTotalGross
tt8459250,2018,Young Talent Award,Best Feature Film,False,False,Shéhérazade,nm3014863,Jean-Bernard Marlin,Shéhérazade,2019.0,Drama,966225
tt7795132,2018,Young Talent Award,Best Feature Film,False,False,Silence Is a Falling Body,nm9513174,Agustina Comedi,Silence Is a Falling Body,2019.0,Others,6024
tt7773210,2018,Critics Award,,True,True,Our Struggles,nm1879267,Guillaume Senez,Our Struggles,2018.0,Drama,1720607
tt8846072,2018,Critics Award,,False,False,Belmonte,nm0992159,Federico Veiroj,Belmonte,2019.0,Comedy,7184
tt7318202,2018,Critics Award,,False,False,Butterflies,nm3796645,Tolga Karaçelik,Butterflies,2018.0,Comedy,362992
tt8287690,2018,Critics Award,,False,False,Genesis,nm3679540,Philippe Lesage,Genesis,2019.0,Drama,7072
tt7583280,2018,Critics Award,,False,False,Heaven Without People,nm3396318,Lucien Bourjeily,Heaven Without People,2018.0,Drama,5551
tt8725958,2018,Critics Award,,False,False,Hotel by the River,nm0393254,Sang-soo Hong,Hotel by the River,2019.0,Drama,94316
tt6509058,2018,Critics Award,,False,False,Nancy,nm1357921,Christina Choe,Nancy,2018.0,Drama,165195
tt7628080,2018,Critics Award,,False,False,The Pluto Moment,nm0955390,Ming Zhang,The Pluto Moment,2018.0,Drama,84507
tt8726098,2018,Critics Award,,False,False,Too Late to Die Young,nm3049622,Dominga Sotomayor Castillo,Too Late to Die Young,2019.0,Drama,41078
tt7279188,2018,Art Cinema Award,Best Feature,True,True,Woman at War,nm0259574,Benedikt Erlingsson,Woman at War,2018.0,Others,5351222
tt8506840,2018,Art Cinema Award,Best Feature,False,False,I Do Not Care If We Go Down in History as Barbarians,nm1257492,Radu Jude,I Do Not Care If We Go Down in History as Barbarians,2019.0,Comedy,38829
tt7342838,2018,Art Cinema Award,Best Feature,False,False,Leto,nm1970598,Kirill Serebrennikov,Leto,2019.0,Others,3055458
tt6999052,2018,Art Cinema Award,Best Feature,False,False,Mario,nm0321112,Marcel Gisler,Mario,2018.0,Drama,3461
tt6510332,2018,Art Cinema Award,Best Feature,False,False,McQueen,nm0094524,Ian Bonhôte,McQueen,2018.0,Others,4074103
tt6900448,2018,Art Cinema Award,Best Feature,False,False,Mirai,nm0396074,Mamoru Hosoda,Mirai,2018.0,Others,28638077
tt6972372,2018,Art Cinema Award,Best Feature,False,False,Place publique,nm0418450,Agnès Jaoui,Place publique,2018.0,Comedy,4385550
tt8696440,2018,Art Cinema Award,Best Feature,False,True,Sibel,nm1597572,Guillaume Giovanetti,Sibel,2018.0,Drama,419053
tt8805374,2018,Art Cinema Award,Best Feature,False,False,The Daughters of Fire,nm0140337,Albertina Carri,The Daughters of Fire,2019.0,Drama,2978
tt4003440,2018,Art Cinema Award,Best Feature,False,False,The House That Jack Built,nm0001885,Lars von Trier,The House That Jack Built,2018.0,Others,4545008
tt4642192,2018,Art Cinema Award,Best Feature,False,False,The Keeper,nm1455707,Marcus H. Rosenmüller,The Keeper,2019.0,Others,1189335
tt7158582,2018,Art Cinema Award,Best Feature,False,False,The Reports on Sarah and Saleem,nm3516131,Muayad Alayan,The Reports on Sarah and Saleem,2019.0,Others,684944
tt4378628,2018,Art Cinema Award,Best Feature,False,False,"Westwood: Punk, Icon, Activist",nm2503036,Lorna Tucker,"Westwood: Punk, Icon, Activist",2018.0,Others,452131
tt7666250,2018,Art Cinema Award,Best Feature,False,False,Yuli,nm0093081,Icíar Bollaín,Yuli,2019.0,Others,1490545
tt7328956,2018,Michel Award,,False,False,Gordon & Paddy,nm0357482,Linda Hambäck,Gordon and Paddy,2017.0,Others,99788
tt6591568,2018,Michel Award,,False,False,"Hayflower, Quiltshoe and the Rubens Brothers",nm3132277,Anna Dahlman,"Hayflower, Quiltshoe and the Rubens Brothers",2017.0,Comedy,1595387
tt5222768,2018,Michel Award,,False,False,White Fang,nm3115348,Alexandre Espigares,White Fang,2018.0,Others,8040135
tt5668822,2018,Michel Award,,False,False,Wildwitch,nm1390830,Kaspar Munk,Wildwitch,2018.0,Others,73587
tt7689484,2018,Political Film Award,,True,True,On Her Shoulders,nm5221728,Alexandria Bombach,On Her Shoulders,2018.0,Others,70553
tt7434928,2018,Sichtwechsel Film Award,,True,True,Amin,nm0268999,Philippe Faucon,Amin,2018.0,Drama,401328
tt6106822,2018,Sichtwechsel Film Award,,False,False,Blue Note Records: Beyond the Notes,nm1051286,Sophie Huber,Blue Note Records: Beyond the Notes,2019.0,Others,2624
tt8159562,2018,Sichtwechsel Film Award,,False,False,"Cassandro, the Exotico!",nm1633031,Marie Losier,"Cassandro, the Exotico!",2019.0,Others,17828
tt6704974,2018,Sichtwechsel Film Award,,False,False,To the Ends of the World,nm0630112,Guillaume Nicloux,To the Ends of the World,2018.0,Drama,249242
