tconst,Year,awardName,categoryName,isWinner,otherAwards,primaryNominees,nconst,secondaryNominees,Name,releaseYear,Genre1,AdjustedTotalGross
tt2692904,2014,International Debut Award,,False,False,Locke,nm1140275,Steven Knight,Locke,2014.0,Drama,7064372
tt3400872,2014,International Debut Award,,False,False,Viktoria,nm0900035,Maya Vitkova,Viktoria,2014.0,Drama,24720
tt2388819,2014,International Debut Award,,False,False,Yozgat Blues,nm5035688,Halil Kardas,Yozgat Blues,2013.0,Comedy,53584
tt3074732,2014,Audience Award,Best Nordic Film,True,True,Of Horses and Men,nm0259574,Benedikt Erlingsson,Of Horses and Men,2015.0,Comedy,272587
tt3263690,2014,Dragon Award,Best Nordic Documentary,False,False,Concerning Violence,nm0648057,Göran Olsson,Concerning Violence,2014.0,Others,27705
tt2183194,2014,Dragon Award,Best Nordic Film,True,True,Letter to the King,nm2850448,Alan R. Milligan,Letter to the King,2015.0,Drama,571
tt2405182,2014,Dragon Award,Best Nordic Film,False,False,Concrete Night,nm0393345,Pirjo Honkasalo,Concrete Night,2014.0,Drama,47950
tt2941330,2014,Dragon Award,Best Nordic Film,False,False,Klumpfisken,nm1490101,Søren Balle,Klumpfisken,2014.0,Comedy,332552
tt2374902,2014,Dragon Award,Best Nordic Film,False,False,Metalhead,nm0103880,Ragnar Bragason,Metalhead,2015.0,Drama,61083
tt2112206,2014,City of Gothenburg Award,,True,True,Monica Z,nm0283377,Per Fly,Monica Z,2014.0,Others,9705820
tt2429292,2014,City of Gothenburg Award,,False,False,Shed No Tears,nm0617523,Måns Mårlind,Shed No Tears,2013.0,Drama,3375107
tt2402091,2014,City of Gothenburg Award,,False,False,The Reunion,nm5058908,Anna Odell,The Reunion,2013.0,Drama,2628753
tt2194988,2014,Telia Award,,True,True,Disciple,nm0071070,Ulrika Bengts,Disciple,2014.0,Drama,86730
tt2507592,2014,Telia Award,,False,False,An Episode in the Life of an Iron Picker,nm0849786,Danis Tanovic,An Episode in the Life of an Iron Picker,2013.0,Drama,47977
tt3263178,2014,Telia Award,,False,False,Catch the Dream,nm0726870,Anne-Grethe Bjarup Riis,Catch the Dream,2013.0,Drama,1451377
tt2330979,2014,Telia Award,,False,False,Mieletön elokuu,nm0617428,Taru Mäkelä,Mieletön elokuu,2013.0,Comedy,337831
tt2364975,2014,Lorens Award,,True,True,We Are the Best!,nm0433646,Lars Jönsson,We Are the Best!,2014.0,Drama,1913704
tt3958072,2015,International Debut Award,,True,False,The Lesson,nm1571492,Kristina Grozeva,The Lesson,2015.0,Drama,80769
tt3717068,2015,International Debut Award,,False,False,Court,nm4058904,Chaitanya Tamhane,Court,2015.0,Drama,86922
tt2534660,2015,International Debut Award,,False,True,In the Crosswind,nm3761088,Martti Helde,In the Crosswind,2015.0,Drama,22639
tt4093680,2015,Audience Award,Best Nordic Film,True,True,My Skinny Sister,nm1615371,Sanna Lenken,My Skinny Sister,2015.0,Drama,380483
tt3521134,2015,Dragon Award,Best Nordic Documentary,True,True,The Look of Silence,nm1484791,Joshua Oppenheimer,The Look of Silence,2015.0,Others,285842
tt3690398,2015,Dragon Award,Best Nordic Documentary,False,False,Good Girl,nm3460526,Solveig Melkeraaen,Good Girl,2014.0,Others,213037
